137.0877015	-39.8638659
137.1577909	-39.8652497
137.227883	-39.8665922
137.2979777	-39.8678935
137.368075	-39.8691535
137.4381748	-39.8703722
137.508277	-39.8715496
137.5783816	-39.8726857
137.6484883	-39.8737805
137.7185973	-39.8748341
137.7887083	-39.8758463
137.8588213	-39.8768173
137.9289362	-39.877747
137.999053	-39.8786353
138.0691715	-39.8794824
138.1392916	-39.8802881
138.2094133	-39.8810526
138.2795366	-39.8817757
138.3496612	-39.8824575
138.4197872	-39.883098
138.4899144	-39.8836972
138.5600428	-39.8842551
138.6301722	-39.8847717
138.7003027	-39.8852469
138.7704341	-39.8856808
138.8405663	-39.8860734
138.9106992	-39.8864247
138.9808328	-39.8867346
139.050967	-39.8870033
139.1211017	-39.8872306
139.1912369	-39.8874165
139.2613723	-39.8875612
139.331508	-39.8876645
139.4016439	-39.8877265
139.4717798	-39.8877472
139.5419157	-39.8877265
139.6120516	-39.8876645
139.6821873	-39.8875612
139.7523227	-39.8874165
139.8224579	-39.8872306
139.8925926	-39.8870033
139.9627268	-39.8867346
140.0328604	-39.8864247
140.1029933	-39.8860734
140.1731255	-39.8856808
140.2432569	-39.8852469
140.3133874	-39.8847717
140.3835168	-39.8842551
140.4536452	-39.8836972
140.5237724	-39.883098
140.5938984	-39.8824575
140.664023	-39.8817757
140.7341463	-39.8810526
140.804268	-39.8802881
140.8743881	-39.8794824
140.9445066	-39.8786353
141.0146234	-39.877747
141.0847383	-39.8768173
141.1548513	-39.8758463
141.2249623	-39.8748341
141.2950713	-39.8737805
141.365178	-39.8726857
141.4352826	-39.8715496
141.5053848	-39.8703722
141.5754846	-39.8691535
141.6455819	-39.8678935
141.7156766	-39.8665922
141.7857687	-39.8652497
141.8558581	-39.8638659
137.0895458	-39.8098552
137.159581	-39.8112373
137.2296189	-39.8125783
137.2996595	-39.813878
137.3697027	-39.8151365
137.4397483	-39.8163538
137.5097963	-39.8175299
137.5798467	-39.8186647
137.6498993	-39.8197582
137.719954	-39.8208106
137.7900108	-39.8218217
137.8600696	-39.8227915
137.9301303	-39.8237201
138.0001928	-39.8246074
138.070257	-39.8254535
138.140323	-39.8262583
138.2103904	-39.8270219
138.2804594	-39.8277441
138.3505298	-39.8284252
138.4206015	-39.8290649
138.4906744	-39.8296634
138.5607485	-39.8302207
138.6308237	-39.8307366
138.7008999	-39.8312113
138.770977	-39.8316447
138.8410549	-39.8320369
138.9111336	-39.8323877
138.9812129	-39.8326973
139.0512928	-39.8329656
139.1213732	-39.8331927
139.191454	-39.8333784
139.2615352	-39.8335229
139.3316166	-39.8336261
139.4016982	-39.833688
139.4717798	-39.8337087
139.5418614	-39.833688
139.611943	-39.8336261
139.6820244	-39.8335229
139.7521056	-39.8333784
139.8221864	-39.8331927
139.8922668	-39.8329656
139.9623467	-39.8326973
140.032426	-39.8323877
140.1025047	-39.8320369
140.1725826	-39.8316447
140.2426597	-39.8312113
140.3127359	-39.8307366
140.3828111	-39.8302207
140.4528852	-39.8296634
140.5229581	-39.8290649
140.5930298	-39.8284252
140.6631002	-39.8277441
140.7331692	-39.8270219
140.8032366	-39.8262583
140.8733026	-39.8254535
140.9433668	-39.8246074
