AWAC_VARNAME,VARNAME,STANDARD_NAME,LONG_NAME,UNITS,ANCILLARY_VARIABLES,VALID_MIN,VALID_MAX,REFERENCE_DATUM,POSITIVE
water_temp,TEMP,,sea water temperature at sea floor,degrees celsius,,0,40,,
