112.2525286	-32.4468495
112.3163207	-32.4477778
112.3801141	-32.4486745
112.4439087	-32.4495399
112.5077045	-32.4503738
112.5715015	-32.4511762
112.6352995	-32.4519471
112.6990986	-32.4526867
112.7628987	-32.4533947
112.8266997	-32.4540713
112.8905017	-32.4547164
112.9543045	-32.4553301
113.0181082	-32.4559123
113.0819127	-32.4564631
113.1457179	-32.4569823
113.2095238	-32.4574702
113.2733303	-32.4579265
113.3371375	-32.4583514
113.4009453	-32.4587448
113.4647535	-32.4591067
113.5285623	-32.4594372
113.5923715	-32.4597362
113.6561811	-32.4600037
113.719991	-32.4602398
113.7838013	-32.4604443
113.8476118	-32.4606174
113.9114225	-32.4607591
113.9752334	-32.4608692
114.0390444	-32.4609479
114.1028555	-32.4609951
114.1666667	-32.4610109
114.2304779	-32.4609951
114.294289	-32.4609479
114.3581	-32.4608692
114.4219109	-32.4607591
114.4857216	-32.4606174
114.5495321	-32.4604443
114.6133424	-32.4602398
114.6771523	-32.4600037
114.7409619	-32.4597362
114.8047711	-32.4594372
114.8685799	-32.4591067
114.9323881	-32.4587448
114.9961959	-32.4583514
115.0600031	-32.4579265
115.1238096	-32.4574702
115.1876155	-32.4569823
115.2514207	-32.4564631
115.3152252	-32.4559123
115.3790289	-32.4553301
115.4428317	-32.4547164
115.5066337	-32.4540713
115.5704347	-32.4533947
115.6342348	-32.4526867
115.6980339	-32.4519471
115.7618319	-32.4511762
115.8256289	-32.4503738
112.2536558	-32.3927596
112.3174104	-32.3936868
112.3811663	-32.3945826
112.4449234	-32.3954469
112.5086816	-32.3962799
112.572441	-32.3970815
112.6362015	-32.3978516
112.699963	-32.3985903
112.7637255	-32.3992976
112.827489	-32.3999734
112.8912534	-32.4006178
112.9550187	-32.4012308
113.0187848	-32.4018124
113.0825517	-32.4023625
113.1463193	-32.4028813
113.2100876	-32.4033685
113.2738566	-32.4038244
113.3376262	-32.4042488
113.4013964	-32.4046418
113.4651671	-32.4050033
113.5289382	-32.4053334
113.5927098	-32.4056321
113.6564818	-32.4058993
113.7202542	-32.4061351
113.7840268	-32.4063395
113.8477997	-32.4065124
113.9115729	-32.4066538
113.9753462	-32.4067639
114.0391196	-32.4068425
114.1028931	-32.4068896
114.1666667	-32.4069054
114.2304403	-32.4068896
114.2942138	-32.4068425
114.3579872	-32.4067639
114.4217605	-32.4066538
