AWAC_VARNAME,VARNAME,STANDARD_NAME,LONG_NAME,UNITS,ANCILLARY_VARIABLES,VALID_MIN,VALID_MAX,REFERENCE_DATUM,POSITIVE
water_metre,WATER_METRE,height_above_mean_sea_level,,m,,-10,10,,
