pkid,sattag_program,device_id,ptt,body,device_wmo_ref,tag_type,common_name,species,release_lat,release_lon,release_site,state_country,release_date,recovery_date,age_class,sex,length,girth,estimated_mass,actual_mass,sample,comment,pi,institution,abstract,opendap_url,metadata
79,wd04,wd04-882-11         ,104949,11882,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,11/3/11,,adult,female,2390,1840,406,395,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-882-11/,835136b3-c824-470d-8a08-4621c9a2721b
80,wd04,wd04-883-11         ,104946,11883,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,12/3/11,,adult,female,2390,1800,330,330,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-883-11/,769b41e5-69a4-499a-9dc8-b48d041b1608
81,wd04,wd04-884-11         ,104950,11884,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,12/3/11,,adult,female,2500,1850,426,416,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-884-11/,78fd63a8-d2ca-4855-bc85-c661f1d01a12
82,wd04,wd04-896-11         ,104951,11896,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,25/3/11,,adult,female,2500,1760,371,317,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-896-11/,172730f4-a538-4283-8276-2995696cd1e5
83,wd04,wd04-897-11         ,104952,11897,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,13/3/11,,adult,female,2530,1830,370,367,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-897-11/,0ecf6702-0ad8-4b40-9d16-0ff937084079
84,wd04,wd04-898-11         ,104957,11898,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-898-11/,b218b6c1-4285-4dc6-9b26-d6a28f5bad95
85,wd04,wd04-899-11         ,104955,11899,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-899-11/,92b44e76-7f31-4043-b6c2-d521a5579fc4
86,wd04,wd04-900-11         ,104959,11900,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-900-11/,57027265-902a-45ef-8068-68fa172fb0ae
87,wd04,wd04-906-11         ,104960,11906,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,25/3/11,,adult,female,2320,1690,380,325,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-906-11/,9092ebbe-8109-4ec8-83e5-1b8ba9bddcd9
88,wd04,wd04-907-11         ,104961,11907,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,25/3/11,,adult,female,2350,1720,370,366,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-907-11/,2d19c117-c362-4ab0-b2e3-581965878ff7
89,wd04,wd04-908-11         ,104962,11908,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-908-11/,b0a6fa52-6396-4899-ad4d-25fd499bfe02
90,wd04,wd04-909-11         ,104963,11909,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,25/3/11,,adult,female,2220,1610,333,365,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-909-11/,cc48dbef-9ce9-4517-96f4-b5020ddc554a
91,wd04,wd04-910-11         ,104964,11910,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,12/3/11,,adult,female,2400,1830,399,401,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-910-11/,c0c9dbd0-b009-4547-bbc9-68208e6acd1b
92,wd04,wd04-911-11         ,104965,11911,           ,SMRU SRDL tag,Weddell Seal,Leptonychotes weddelli,-68.344477,78.387577,Davis Station,Australia Antarctic Territory,12/3/11,,adult,female,2320,1720,323,336,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_wd04_Davis/wd04-911-11/,dd3d2e1d-ee80-40d5-9ce6-cfd60364d7ba
,ft13,ft13-073_3_test-13,,,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,,,,,
,ft13,ft13-073_3-13,55956,11073,Q9900600,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-32.507,133.25,West Island,South Australia,26/2/13,24/9/13,adult,male,203,140,,,D - tissue; whisker (stable isotope),Animal was light all way through - woke up almost immediately after mask off ,Simon Goldsworthy,SARDI,,,
,ft13,ft13-615-12,123171,12615,Q9900601,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-35.328,136.114,South Nepture Island,South Australia,28/2/13,,adult,male,186,124,,,D - tissue; whisker (stable isotope),Very large male great condition,Simon Goldsworthy,SARDI,,,
,ft13,ft13-616-12,123169,12616,Q9900602,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-32.12,132.136,Nuyts Reef,South Australia,26/2/13,,adult,male,216,137,,,D - tissue; whisker (stable isotope),Good looking animal - possibly a little under condition - bright mane and dark coat,Simon Goldsworthy,SARDI,,,
,ft13,ft13-616_recov-12,9123169,12616,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ft13,ft13-618_test-12,,,,,,,,,,,,,,,,,,,,,,,,,
,ft13,ft13-618-12,123167,12618,Q9900603,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-36.025,137.535,Kangaroo Island,South Australia,3/4/13,,adult,male,193,121,,,D - tissue; whisker (stable isotope),Male mate-guarding female with pup.Male in good condition ,Simon Goldsworthy,SARDI,,,
,ft13,ft13-627-12,123172,12627,Q9900604,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-34.258,135.26,Rocky North Island,South Australia,27/2/13,,adult,male,211,124,,,D - tissue; whisker (stable isotope),"Smallish male but in good condition -worn whiskers - broken on one side almost none on other. ""Young man going places"" according to Prof Hindell",Simon Goldsworthy,SARDI,,,
,ft13,ft13-628-12,123173,12628,Q9900605,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-35.994,137.316,Kangaroo Island,South Australia,3/4/13,2/9/13,adult,male,194,148,,,D - tissue; whisker (stable isotope),Not very bulky - lots of scars over body but good teeth. Could be just past his prime. Possibly just finished moult - very short coat and a but scrawny.,Simon Goldsworthy,SARDI,,,
,ft13,ft13-628_recov-12,9123173,12628,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ft13,ft13-633-12,123174,12633,Q9900606,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,-33.957,134.264,Pearson Island,South Australia,27/2/13,21/8/13,adult,male,203,126,,,D - tissue; whisker (stable isotope),Smallest adult male with prominent scar on top if head and small scar over right eye. Old Mk9 TDR attached also to gather light data.,Simon Goldsworthy,SARDI,,,
,ft13,ft13-633_recov-12,9123174,12633,,SMRU SRDL CTD-Fluorometer,Australian Sea Lion,Neophoca cinerea,,,,South Australia,,,,,,,,,,,Simon Goldsworthy,SARDI,,,
,ct101,ct101-303-12,119514,12303,Q9900587,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,25/5/13,,adult,male,163,120,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-330-12,119519,12330,Q9900588,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,25/5/13,,adult,male,162,104,,70,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-416-12,119523,12416,Q9900589,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,25/5/13,,adult,male,165,110,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-701-13,129863,12701,Q9900590,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,25/5/13,,adult,male,160,134,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-703-13,129864,12703,Q9900591,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,25/5/13,,adult,male,173,136,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-704-13,129865,12704,Q9900592,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,26/5/13,,adult,male,167,123,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-705-13,129866,12705,           ,,,,,,,,,,,,,,,,,not deployed yet,Rob Harcourt,Macquarie University,,,
,ct101,ct101-706-13,129867,12706,Q9900593,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,26/5/13,,adult,male,155,123,,83,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-790-13,129856,12790,Q9900594,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,26/5/13,,adult,male,180,137,,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-791-13,129857,12791,Q9900595,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,27/5/13,,adult,male,170,127,100,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-792-13,129858,12792,Q9900596 ,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,27/5/13,,adult,male,,,,,None,,Rob Harcourt,Macquarie University,,,
,ct101,ct101-793-13,129859,12793,Q9900597 ,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,28/5/13,,adult,male,200,,190,,None,,Rob Harcourt,Macquarie University,,,
,ct101,ct101-794-13,129860,12794,Q9900598,SMRU CTD tag,Australian Fur Seal,Arctocephalus pusillus doriferus,-36.2442,150.2254,Montague Island,New South Wales,28/5/13,,adult,male,180,158,200,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-795-13,129861,12795,Q9900599,SMRU CTD tag,New Zealand Fur Seal,Arctocephalus forsteri,-36.2442,150.2254,Montague Island,New South Wales,28/5/13,,adult,male,167,108,70,,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct101,ct101-796-13 ,129862,12796,           ,,,,,,,,,,,,,,,,,not deployed yet,Rob Harcourt,Macquarie University,,,
,ct100,ct100-251-13,113386,12251,Q9900582,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,12/3/13,,juvenile,male,3720,,1400,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-260-13,113400,12260,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,15/3/13,,juvenile,male,3650,,1400,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-261-13,113403,12261,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,16/3/13,,juvenile,male,2220,,250,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-263-13,113402,12263,Q9900583,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,17/3/13,,juvenile,male,3850,,1800,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-264-13,113399,12264,Q9900584,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,12/3/13,,juvenile,male,4090,,1500,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-265-13,113401,12265,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,24/3/13,,juvenile,male,3760,,1700,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-296-13,113393,12296,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,20/3/13,,juvenile,male,4300,,1600,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-297-13,113394,12297,,,,,,,,,,,,,,,,,,,,,,,
,ct100,ct100-298-13,113395,12298,Q9900585,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,17/3/13,,juvenile,male,2380,,450,,Whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct100,ct100-299-13,113396,12299,,,,,,,,,,,,,,,,,,,,,,,
,ct100,ct100-300-13,113397,12300,,,,,,,,,,,,,,,,,,,,,,,
,ct100,ct100-301-13,113398,12301,Q9900586,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-52.55085,169.0919,Campbell Island,New Zealand,28/3/13,,juvenile,male,2700,,450,,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct96,ct96-01-13,122355,12553,Q9900571,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,12/3/13,,,male,3300,,900,,,,Mark Hindell,IMAS,,,
,ct96,ct96-02-13,122356,12554,Q9900556,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/2/13,,,female,2520,,,325,,,Mark Hindell,IMAS,,,
,ct96,ct96-03-13,122357,12555,Q9900557,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,24/2/13,,,female,2620,,,340,,,Mark Hindell,IMAS,,,
,ct96,ct96-04-13,122358,12556,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/2/13,,,male,3430,,840,,,,Mark Hindell,IMAS,,,
,ct96,ct96-05-13,122359,12557,Q9900572,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,28/2/13,,,male,3700,,1100,,,,Mark Hindell,IMAS,,,
,ct96,ct96-06-13,122360,12561,Q9900573,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/3/13,,,male,2370,,300,,,,Mark Hindell,IMAS,,,
,ct96,ct96-07-13,122361,12562,Q9900558,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,11/2/13,,,male,3600,,750,,,,Mark Hindell,IMAS,,,
,ct96,ct96-08-13,122362,12563,Q9900559,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/2/13,,,male,2800,,,468,,,Mark Hindell,IMAS,,,
,ct96,ct96-09-13,122363,12564,Q9900574,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,27/2/13,,,male,3330,,850,,,,Mark Hindell,IMAS,,,
,ct96,ct96-10-13,122364,12565,Q9900575,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,24/2/13,,,female,2520,,,364,,,Mark Hindell,IMAS,,,
,ct96,ct96-11-13,122365,12566,Q9900576,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,11/2/13,,,male,2900,,,570,,,Mark Hindell,IMAS,,,
,ct96,ct96-12-13,122366,12617,Q9900577,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,7/2/13,,,female,2540,,,336,,,Mark Hindell,IMAS,,,
,ct96,ct96-13-13,122367,12620,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/3/13,,,male,3250,,750,,,,Mark Hindell,IMAS,,,
,ct96,ct96-14-13,122368,12619,Q9900578,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,24/2/13,,,female,2560,,,416,,,Mark Hindell,IMAS,,,
,ct96,ct96-15-13,122369,12567,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/2/13,,,female,2440,,,291,,,Mark Hindell,IMAS,,,
,ct96,ct96-16-13,122370,12569,Q9900560,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/2/13,,,female,2480,,,410,,,Mark Hindell,IMAS,,,
,ct96,ct96-17-13,122371,12641,Q9900579,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,12/3/13,,,male,3440,,750,,,,Mark Hindell,IMAS,,,
,ct96,ct96-18-13,122372,12623,Q9900561,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/2/13,,,female,2340,,,320,,,Mark Hindell,IMAS,,,
,ct96,ct96-19-13,122373,12631,Q9900562,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,11/2/13,,,male,3000,,,470,,,Mark Hindell,IMAS,,,
,ct96,ct96-20-13,122374,12603,Q9900563,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/2/13,,,female,2400,,,350,,,Mark Hindell,IMAS,,,
,ct96,ct96-21-13,122375,12632,Q9900564,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/2/13,,,male,2560,,,556,,,Mark Hindell,IMAS,,,
,ct96,ct96-22-13,122376,12630,,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,24/2/13,,,female,2530,,,340,,,Mark Hindell,IMAS,,,
,ct96,ct96-23-13,122377,12621,Q9900565,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,12/3/13,,,male,3750,,1150,,,,Mark Hindell,IMAS,,,
,ct96,ct96-24-13,122378,12661,Q9900566,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/2/13,,,male,3210,,600,,,,Mark Hindell,IMAS,,,
,ct96,ct96-25-13,122379,12665,Q9900580,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/3/13,,,male,2700,,300,,,,Mark Hindell,IMAS,,,
,ct96,ct96-26-13,122380,12664,Q9900567,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/2/13,,,female,2480,,,366,,,Mark Hindell,IMAS,,,
,ct96,ct96-27-13,122381,12662,Q9900568,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,10/2/13,,,female,2430,,,312,,,Mark Hindell,IMAS,,,
,ct96,ct96-28-13,122382,12663,Q9900581,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,24/2/13,,,female,2500,,,286,,,Mark Hindell,IMAS,,,
,ct96,ct96-29-13,122383,12613,Q9900569,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,17/2/13,,,female,2350,,,329,,,Mark Hindell,IMAS,,,
,ct96,ct96-30-13,122384,12625,Q9900570,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,7/2/13,,,female,2550,,,346,,,Mark Hindell,IMAS,,,
,ct85,ct85-237-12,113379,12237,Q9900626,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,2/2/14,,adult,female,2320,,300,295,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-245-12,113382,12245,Q9900627,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,12/2/14,,adult,female,2680,,350,390,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-246-12,113383,12246,Q9900628,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,13/2/14,,adult,female,2310,,,333,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-250-12,113385,12250,Q9900629,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,7/2/14,,adult,female,2250,,300,261,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-252-12,113387,12252,Q9900630,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,9/2/14,,adult,female,2349,,290,260,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-254-12,113388,12254,Q9900631,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,13/2/14,,adult,female,2490,,,315,Bloodspot; whisker (stable isotope),,Mark Hindell,IMAS,,,
,ct85,ct85-255-12,113389,12255,Q9900632,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,,,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,Dead unit,Mark Hindell,IMAS,,,
